"STATISTIC","Statistic Label","TLIST(M1)","Month","C02803V03373","Type of Residential Property","UNIT","VALUE"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","03","National excluding Dublin - all residential properties","%","3.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","04","National excluding Dublin - houses","%","2.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","12","National excluding Dublin - apartments","%","6.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","13","Border excluding Louth - houses","%","2.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","14","Midland - houses","%","3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","15","West - houses","%","5.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","16","Mid-East including Louth - houses","%","0.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","17","Mid-West including South Tipperary - houses","%","2.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","18","South-East excluding South Tipperary - houses","%","-1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201606","2016 June","19","South-West - houses","%","1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","-","National - all residential properties","%","3.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","01","National - houses","%","3.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","02","National - apartments","%","2.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","05","Dublin - all residential properties","%","1.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","06","Dublin - houses","%","1.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","07","Dublin - apartments","%","1.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","08","Dublin City - houses","%","1.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","09","Dun Laoghaire-Rathdown - houses","%","0.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","10","Fingal - houses","%","-1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","11","South Dublin - houses","%","1.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","03","National excluding Dublin - all residential properties","%","5.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","04","National excluding Dublin - houses","%","5.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","12","National excluding Dublin - apartments","%","7.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","13","Border excluding Louth - houses","%","2.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","14","Midland - houses","%","3.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","15","West - houses","%","5.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","16","Mid-East including Louth - houses","%","2.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","17","Mid-West including South Tipperary - houses","%","4.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","18","South-East excluding South Tipperary - houses","%","2.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201607","2016 July","19","South-West - houses","%","4.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","-","National - all residential properties","%","4.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","01","National - houses","%","5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","02","National - apartments","%","3.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","05","Dublin - all residential properties","%","3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","06","Dublin - houses","%","3.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","07","Dublin - apartments","%","2.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","08","Dublin City - houses","%","2.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","09","Dun Laoghaire-Rathdown - houses","%","2.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","10","Fingal - houses","%","-1.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","11","South Dublin - houses","%","2.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","03","National excluding Dublin - all residential properties","%","6.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","04","National excluding Dublin - houses","%","6.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","12","National excluding Dublin - apartments","%","6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","13","Border excluding Louth - houses","%","1.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","14","Midland - houses","%","3.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","15","West - houses","%","6.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","16","Mid-East including Louth - houses","%","3.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","17","Mid-West including South Tipperary - houses","%","7.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","18","South-East excluding South Tipperary - houses","%","6.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201608","2016 August","19","South-West - houses","%","3.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","-","National - all residential properties","%","4.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","01","National - houses","%","5.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","02","National - apartments","%","2.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","05","Dublin - all residential properties","%","4.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","06","Dublin - houses","%","4.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","07","Dublin - apartments","%","2.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","08","Dublin City - houses","%","4.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","09","Dun Laoghaire-Rathdown - houses","%","4.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","10","Fingal - houses","%","-1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","11","South Dublin - houses","%","3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","03","National excluding Dublin - all residential properties","%","5.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","04","National excluding Dublin - houses","%","5.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","12","National excluding Dublin - apartments","%","0.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","13","Border excluding Louth - houses","%","2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","14","Midland - houses","%","5.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","15","West - houses","%","4.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","16","Mid-East including Louth - houses","%","4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","17","Mid-West including South Tipperary - houses","%","6.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","18","South-East excluding South Tipperary - houses","%","7.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201609","2016 September","19","South-West - houses","%","4.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","-","National - all residential properties","%","3.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","01","National - houses","%","3.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","02","National - apartments","%","2.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","05","Dublin - all residential properties","%","3.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","06","Dublin - houses","%","3.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","07","Dublin - apartments","%","3.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","08","Dublin City - houses","%","3.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","09","Dun Laoghaire-Rathdown - houses","%","4.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","10","Fingal - houses","%","-0.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","11","South Dublin - houses","%","2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","03","National excluding Dublin - all residential properties","%","2.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","04","National excluding Dublin - houses","%","3.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","12","National excluding Dublin - apartments","%","-0.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","13","Border excluding Louth - houses","%","2.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","14","Midland - houses","%","5.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","15","West - houses","%","3.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","16","Mid-East including Louth - houses","%","4.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","17","Mid-West including South Tipperary - houses","%","3.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","18","South-East excluding South Tipperary - houses","%","7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201610","2016 October","19","South-West - houses","%","2.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","-","National - all residential properties","%","3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","01","National - houses","%","3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","02","National - apartments","%","3.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","05","Dublin - all residential properties","%","3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","06","Dublin - houses","%","2.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","07","Dublin - apartments","%","4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","08","Dublin City - houses","%","3.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","09","Dun Laoghaire-Rathdown - houses","%","3.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","10","Fingal - houses","%","0.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","11","South Dublin - houses","%","2.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","03","National excluding Dublin - all residential properties","%","3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","04","National excluding Dublin - houses","%","3.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","12","National excluding Dublin - apartments","%","1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","13","Border excluding Louth - houses","%","2.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","14","Midland - houses","%","4.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","15","West - houses","%","3.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","16","Mid-East including Louth - houses","%","4.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","17","Mid-West including South Tipperary - houses","%","3.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","18","South-East excluding South Tipperary - houses","%","4.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201611","2016 November","19","South-West - houses","%","4.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","-","National - all residential properties","%","1.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","01","National - houses","%","1.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","02","National - apartments","%","1.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","05","Dublin - all residential properties","%","0.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","06","Dublin - houses","%","0.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","07","Dublin - apartments","%","0.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","08","Dublin City - houses","%","1.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","09","Dun Laoghaire-Rathdown - houses","%","2.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","10","Fingal - houses","%","0.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","11","South Dublin - houses","%","3.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","03","National excluding Dublin - all residential properties","%","2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","04","National excluding Dublin - houses","%","1.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","12","National excluding Dublin - apartments","%","2.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","13","Border excluding Louth - houses","%","2.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","14","Midland - houses","%","2.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","15","West - houses","%","4.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","16","Mid-East including Louth - houses","%","4.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","17","Mid-West including South Tipperary - houses","%","1.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","18","South-East excluding South Tipperary - houses","%","4.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201612","2016 December","19","South-West - houses","%","2.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","-","National - all residential properties","%","1.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","01","National - houses","%","1.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","02","National - apartments","%","2.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","05","Dublin - all residential properties","%","1.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","06","Dublin - houses","%","1.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","07","Dublin - apartments","%","1.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","08","Dublin City - houses","%","1.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","09","Dun Laoghaire-Rathdown - houses","%","2.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","10","Fingal - houses","%","0.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","11","South Dublin - houses","%","3.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","03","National excluding Dublin - all residential properties","%","2.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","04","National excluding Dublin - houses","%","1.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","12","National excluding Dublin - apartments","%","5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","13","Border excluding Louth - houses","%","2.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","14","Midland - houses","%","0.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","15","West - houses","%","4.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","16","Mid-East including Louth - houses","%","3.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","17","Mid-West including South Tipperary - houses","%","2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","18","South-East excluding South Tipperary - houses","%","4.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201701","2017 January","19","South-West - houses","%","2.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","-","National - all residential properties","%","0.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","01","National - houses","%","0.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","02","National - apartments","%","1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","05","Dublin - all residential properties","%","0.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","06","Dublin - houses","%","0.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","07","Dublin - apartments","%","-1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","08","Dublin City - houses","%","1.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","09","Dun Laoghaire-Rathdown - houses","%","1.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","10","Fingal - houses","%","1.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","11","South Dublin - houses","%","2.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","03","National excluding Dublin - all residential properties","%","1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","04","National excluding Dublin - houses","%","0.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","12","National excluding Dublin - apartments","%","4.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","13","Border excluding Louth - houses","%","4.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","14","Midland - houses","%","-0.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","15","West - houses","%","3.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","16","Mid-East including Louth - houses","%","2.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","17","Mid-West including South Tipperary - houses","%","-0.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","18","South-East excluding South Tipperary - houses","%","4.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201702","2017 February","19","South-West - houses","%","0.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","-","National - all residential properties","%","1.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","01","National - houses","%","1.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","02","National - apartments","%","1.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","05","Dublin - all residential properties","%","1.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","06","Dublin - houses","%","1.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","07","Dublin - apartments","%","0.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","08","Dublin City - houses","%","2.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","09","Dun Laoghaire-Rathdown - houses","%","1.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","10","Fingal - houses","%","2.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","11","South Dublin - houses","%","1.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","03","National excluding Dublin - all residential properties","%","1.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","04","National excluding Dublin - houses","%","1.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","12","National excluding Dublin - apartments","%","5.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","13","Border excluding Louth - houses","%","3.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","14","Midland - houses","%","2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","15","West - houses","%","1.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","16","Mid-East including Louth - houses","%","2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","17","Mid-West including South Tipperary - houses","%","-0.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","18","South-East excluding South Tipperary - houses","%","2.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201703","2017 March","19","South-West - houses","%","1.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","-","National - all residential properties","%","1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","01","National - houses","%","1.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","02","National - apartments","%","0.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","05","Dublin - all residential properties","%","0.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","06","Dublin - houses","%","0.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","07","Dublin - apartments","%","-1.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","08","Dublin City - houses","%","0.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","09","Dun Laoghaire-Rathdown - houses","%","-0.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","10","Fingal - houses","%","3.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","11","South Dublin - houses","%","2.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","03","National excluding Dublin - all residential properties","%","2.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","04","National excluding Dublin - houses","%","1.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","12","National excluding Dublin - apartments","%","5.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","13","Border excluding Louth - houses","%","2.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","14","Midland - houses","%","3.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","15","West - houses","%","1.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","16","Mid-East including Louth - houses","%","2.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","17","Mid-West including South Tipperary - houses","%","-0.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","18","South-East excluding South Tipperary - houses","%","-0.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201704","2017 April","19","South-West - houses","%","2.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","-","National - all residential properties","%","2.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","01","National - houses","%","2.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","02","National - apartments","%","2.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","05","Dublin - all residential properties","%","2.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","06","Dublin - houses","%","2.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","07","Dublin - apartments","%","1.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","08","Dublin City - houses","%","1.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","09","Dun Laoghaire-Rathdown - houses","%","0.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","10","Fingal - houses","%","3.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","11","South Dublin - houses","%","3.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","03","National excluding Dublin - all residential properties","%","2.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","04","National excluding Dublin - houses","%","2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","12","National excluding Dublin - apartments","%","4.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","13","Border excluding Louth - houses","%","1.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","14","Midland - houses","%","3.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","15","West - houses","%","0.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","16","Mid-East including Louth - houses","%","1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","17","Mid-West including South Tipperary - houses","%","0.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","18","South-East excluding South Tipperary - houses","%","0.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201705","2017 May","19","South-West - houses","%","4.1"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","-","National - all residential properties","%","3.3"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","01","National - houses","%","3.2"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","02","National - apartments","%","2.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","05","Dublin - all residential properties","%","3.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","06","Dublin - houses","%","3.4"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","07","Dublin - apartments","%","3.7"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","08","Dublin City - houses","%","2.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","09","Dun Laoghaire-Rathdown - houses","%","0.9"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","10","Fingal - houses","%","3.5"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","11","South Dublin - houses","%","3.6"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","03","National excluding Dublin - all residential properties","%","2.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","04","National excluding Dublin - houses","%","2.8"
"HPM06C03","Percentage Change over 3 months for Residential Property Price Index","201706","2017 June","12","National excluding Dublin - apartments","%","1.4"
