"STATISTIC","Statistic Label","TLIST(M1)","Month","C02803V03373","Type of Residential Property","UNIT","VALUE"
"HPM06C01","Residential Property Price Index","201408","2014 August","13","Border excluding Louth - houses","Base Jan 2005 = 100","50.7"
"HPM06C01","Residential Property Price Index","201408","2014 August","14","Midland - houses","Base Jan 2005 = 100","54"
"HPM06C01","Residential Property Price Index","201408","2014 August","15","West - houses","Base Jan 2005 = 100","60.8"
"HPM06C01","Residential Property Price Index","201408","2014 August","16","Mid-East including Louth - houses","Base Jan 2005 = 100","73.3"
"HPM06C01","Residential Property Price Index","201408","2014 August","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","56.8"
"HPM06C01","Residential Property Price Index","201408","2014 August","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","59.2"
"HPM06C01","Residential Property Price Index","201408","2014 August","19","South-West - houses","Base Jan 2005 = 100","68.4"
"HPM06C01","Residential Property Price Index","201409","2014 September","-","National - all residential properties","Base Jan 2005 = 100","76.5"
"HPM06C01","Residential Property Price Index","201409","2014 September","01","National - houses","Base Jan 2005 = 100","78.8"
"HPM06C01","Residential Property Price Index","201409","2014 September","02","National - apartments","Base Jan 2005 = 100","62"
"HPM06C01","Residential Property Price Index","201409","2014 September","05","Dublin - all residential properties","Base Jan 2005 = 100","83.5"
"HPM06C01","Residential Property Price Index","201409","2014 September","06","Dublin - houses","Base Jan 2005 = 100","88.1"
"HPM06C01","Residential Property Price Index","201409","2014 September","07","Dublin - apartments","Base Jan 2005 = 100","68.7"
"HPM06C01","Residential Property Price Index","201409","2014 September","08","Dublin City - houses","Base Jan 2005 = 100","87.4"
"HPM06C01","Residential Property Price Index","201409","2014 September","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","88.4"
"HPM06C01","Residential Property Price Index","201409","2014 September","10","Fingal - houses","Base Jan 2005 = 100","80.3"
"HPM06C01","Residential Property Price Index","201409","2014 September","11","South Dublin - houses","Base Jan 2005 = 100","88.3"
"HPM06C01","Residential Property Price Index","201409","2014 September","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","64.4"
"HPM06C01","Residential Property Price Index","201409","2014 September","04","National excluding Dublin - houses","Base Jan 2005 = 100","65.8"
"HPM06C01","Residential Property Price Index","201409","2014 September","12","National excluding Dublin - apartments","Base Jan 2005 = 100","45.9"
"HPM06C01","Residential Property Price Index","201409","2014 September","13","Border excluding Louth - houses","Base Jan 2005 = 100","51"
"HPM06C01","Residential Property Price Index","201409","2014 September","14","Midland - houses","Base Jan 2005 = 100","54.7"
"HPM06C01","Residential Property Price Index","201409","2014 September","15","West - houses","Base Jan 2005 = 100","61.9"
"HPM06C01","Residential Property Price Index","201409","2014 September","16","Mid-East including Louth - houses","Base Jan 2005 = 100","75"
"HPM06C01","Residential Property Price Index","201409","2014 September","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","57.2"
"HPM06C01","Residential Property Price Index","201409","2014 September","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","60.7"
"HPM06C01","Residential Property Price Index","201409","2014 September","19","South-West - houses","Base Jan 2005 = 100","69.2"
"HPM06C01","Residential Property Price Index","201410","2014 October","-","National - all residential properties","Base Jan 2005 = 100","77.3"
"HPM06C01","Residential Property Price Index","201410","2014 October","01","National - houses","Base Jan 2005 = 100","79.7"
"HPM06C01","Residential Property Price Index","201410","2014 October","02","National - apartments","Base Jan 2005 = 100","63.4"
"HPM06C01","Residential Property Price Index","201410","2014 October","05","Dublin - all residential properties","Base Jan 2005 = 100","84"
"HPM06C01","Residential Property Price Index","201410","2014 October","06","Dublin - houses","Base Jan 2005 = 100","88.5"
"HPM06C01","Residential Property Price Index","201410","2014 October","07","Dublin - apartments","Base Jan 2005 = 100","70.1"
"HPM06C01","Residential Property Price Index","201410","2014 October","08","Dublin City - houses","Base Jan 2005 = 100","89"
"HPM06C01","Residential Property Price Index","201410","2014 October","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","89.5"
"HPM06C01","Residential Property Price Index","201410","2014 October","10","Fingal - houses","Base Jan 2005 = 100","81.3"
"HPM06C01","Residential Property Price Index","201410","2014 October","11","South Dublin - houses","Base Jan 2005 = 100","89.9"
"HPM06C01","Residential Property Price Index","201410","2014 October","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","65.5"
"HPM06C01","Residential Property Price Index","201410","2014 October","04","National excluding Dublin - houses","Base Jan 2005 = 100","67.1"
"HPM06C01","Residential Property Price Index","201410","2014 October","12","National excluding Dublin - apartments","Base Jan 2005 = 100","46"
"HPM06C01","Residential Property Price Index","201410","2014 October","13","Border excluding Louth - houses","Base Jan 2005 = 100","52.4"
"HPM06C01","Residential Property Price Index","201410","2014 October","14","Midland - houses","Base Jan 2005 = 100","55.6"
"HPM06C01","Residential Property Price Index","201410","2014 October","15","West - houses","Base Jan 2005 = 100","62.5"
"HPM06C01","Residential Property Price Index","201410","2014 October","16","Mid-East including Louth - houses","Base Jan 2005 = 100","76.6"
"HPM06C01","Residential Property Price Index","201410","2014 October","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","58.4"
"HPM06C01","Residential Property Price Index","201410","2014 October","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","62"
"HPM06C01","Residential Property Price Index","201410","2014 October","19","South-West - houses","Base Jan 2005 = 100","70.4"
"HPM06C01","Residential Property Price Index","201411","2014 November","-","National - all residential properties","Base Jan 2005 = 100","77.6"
"HPM06C01","Residential Property Price Index","201411","2014 November","01","National - houses","Base Jan 2005 = 100","80"
"HPM06C01","Residential Property Price Index","201411","2014 November","02","National - apartments","Base Jan 2005 = 100","64.3"
"HPM06C01","Residential Property Price Index","201411","2014 November","05","Dublin - all residential properties","Base Jan 2005 = 100","83.8"
"HPM06C01","Residential Property Price Index","201411","2014 November","06","Dublin - houses","Base Jan 2005 = 100","88.4"
"HPM06C01","Residential Property Price Index","201411","2014 November","07","Dublin - apartments","Base Jan 2005 = 100","70.4"
"HPM06C01","Residential Property Price Index","201411","2014 November","08","Dublin City - houses","Base Jan 2005 = 100","90.5"
"HPM06C01","Residential Property Price Index","201411","2014 November","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","89.7"
"HPM06C01","Residential Property Price Index","201411","2014 November","10","Fingal - houses","Base Jan 2005 = 100","82.2"
"HPM06C01","Residential Property Price Index","201411","2014 November","11","South Dublin - houses","Base Jan 2005 = 100","90.6"
"HPM06C01","Residential Property Price Index","201411","2014 November","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","66.3"
"HPM06C01","Residential Property Price Index","201411","2014 November","04","National excluding Dublin - houses","Base Jan 2005 = 100","67.8"
"HPM06C01","Residential Property Price Index","201411","2014 November","12","National excluding Dublin - apartments","Base Jan 2005 = 100","46.7"
"HPM06C01","Residential Property Price Index","201411","2014 November","13","Border excluding Louth - houses","Base Jan 2005 = 100","53"
"HPM06C01","Residential Property Price Index","201411","2014 November","14","Midland - houses","Base Jan 2005 = 100","55.3"
"HPM06C01","Residential Property Price Index","201411","2014 November","15","West - houses","Base Jan 2005 = 100","63.2"
"HPM06C01","Residential Property Price Index","201411","2014 November","16","Mid-East including Louth - houses","Base Jan 2005 = 100","78.2"
"HPM06C01","Residential Property Price Index","201411","2014 November","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","58.4"
"HPM06C01","Residential Property Price Index","201411","2014 November","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","63.7"
"HPM06C01","Residential Property Price Index","201411","2014 November","19","South-West - houses","Base Jan 2005 = 100","71.3"
"HPM06C01","Residential Property Price Index","201412","2014 December","-","National - all residential properties","Base Jan 2005 = 100","77"
"HPM06C01","Residential Property Price Index","201412","2014 December","01","National - houses","Base Jan 2005 = 100","79.5"
"HPM06C01","Residential Property Price Index","201412","2014 December","02","National - apartments","Base Jan 2005 = 100","64.6"
"HPM06C01","Residential Property Price Index","201412","2014 December","05","Dublin - all residential properties","Base Jan 2005 = 100","82.6"
"HPM06C01","Residential Property Price Index","201412","2014 December","06","Dublin - houses","Base Jan 2005 = 100","87.2"
"HPM06C01","Residential Property Price Index","201412","2014 December","07","Dublin - apartments","Base Jan 2005 = 100","69.8"
"HPM06C01","Residential Property Price Index","201412","2014 December","08","Dublin City - houses","Base Jan 2005 = 100","90.3"
"HPM06C01","Residential Property Price Index","201412","2014 December","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","89.6"
"HPM06C01","Residential Property Price Index","201412","2014 December","10","Fingal - houses","Base Jan 2005 = 100","82.5"
"HPM06C01","Residential Property Price Index","201412","2014 December","11","South Dublin - houses","Base Jan 2005 = 100","90.5"
"HPM06C01","Residential Property Price Index","201412","2014 December","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","66.4"
"HPM06C01","Residential Property Price Index","201412","2014 December","04","National excluding Dublin - houses","Base Jan 2005 = 100","67.9"
"HPM06C01","Residential Property Price Index","201412","2014 December","12","National excluding Dublin - apartments","Base Jan 2005 = 100","46.9"
"HPM06C01","Residential Property Price Index","201412","2014 December","13","Border excluding Louth - houses","Base Jan 2005 = 100","53.5"
"HPM06C01","Residential Property Price Index","201412","2014 December","14","Midland - houses","Base Jan 2005 = 100","55.6"
"HPM06C01","Residential Property Price Index","201412","2014 December","15","West - houses","Base Jan 2005 = 100","62"
"HPM06C01","Residential Property Price Index","201412","2014 December","16","Mid-East including Louth - houses","Base Jan 2005 = 100","79.4"
"HPM06C01","Residential Property Price Index","201412","2014 December","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","59"
"HPM06C01","Residential Property Price Index","201412","2014 December","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","64.5"
"HPM06C01","Residential Property Price Index","201412","2014 December","19","South-West - houses","Base Jan 2005 = 100","72.2"
"HPM06C01","Residential Property Price Index","201501","2015 January","-","National - all residential properties","Base Jan 2005 = 100","77.3"
"HPM06C01","Residential Property Price Index","201501","2015 January","01","National - houses","Base Jan 2005 = 100","79.8"
"HPM06C01","Residential Property Price Index","201501","2015 January","02","National - apartments","Base Jan 2005 = 100","65.1"
"HPM06C01","Residential Property Price Index","201501","2015 January","05","Dublin - all residential properties","Base Jan 2005 = 100","83"
"HPM06C01","Residential Property Price Index","201501","2015 January","06","Dublin - houses","Base Jan 2005 = 100","87.5"
"HPM06C01","Residential Property Price Index","201501","2015 January","07","Dublin - apartments","Base Jan 2005 = 100","70.1"
"HPM06C01","Residential Property Price Index","201501","2015 January","08","Dublin City - houses","Base Jan 2005 = 100","90.5"
"HPM06C01","Residential Property Price Index","201501","2015 January","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","88.9"
"HPM06C01","Residential Property Price Index","201501","2015 January","10","Fingal - houses","Base Jan 2005 = 100","83.9"
"HPM06C01","Residential Property Price Index","201501","2015 January","11","South Dublin - houses","Base Jan 2005 = 100","92.1"
"HPM06C01","Residential Property Price Index","201501","2015 January","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","66.6"
"HPM06C01","Residential Property Price Index","201501","2015 January","04","National excluding Dublin - houses","Base Jan 2005 = 100","68.1"
"HPM06C01","Residential Property Price Index","201501","2015 January","12","National excluding Dublin - apartments","Base Jan 2005 = 100","47.1"
"HPM06C01","Residential Property Price Index","201501","2015 January","13","Border excluding Louth - houses","Base Jan 2005 = 100","53.1"
"HPM06C01","Residential Property Price Index","201501","2015 January","14","Midland - houses","Base Jan 2005 = 100","57.5"
"HPM06C01","Residential Property Price Index","201501","2015 January","15","West - houses","Base Jan 2005 = 100","60.9"
"HPM06C01","Residential Property Price Index","201501","2015 January","16","Mid-East including Louth - houses","Base Jan 2005 = 100","80.7"
"HPM06C01","Residential Property Price Index","201501","2015 January","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","60.1"
"HPM06C01","Residential Property Price Index","201501","2015 January","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","65.4"
"HPM06C01","Residential Property Price Index","201501","2015 January","19","South-West - houses","Base Jan 2005 = 100","72.4"
"HPM06C01","Residential Property Price Index","201502","2015 February","-","National - all residential properties","Base Jan 2005 = 100","77"
"HPM06C01","Residential Property Price Index","201502","2015 February","01","National - houses","Base Jan 2005 = 100","79.7"
"HPM06C01","Residential Property Price Index","201502","2015 February","02","National - apartments","Base Jan 2005 = 100","64.6"
"HPM06C01","Residential Property Price Index","201502","2015 February","05","Dublin - all residential properties","Base Jan 2005 = 100","82.6"
"HPM06C01","Residential Property Price Index","201502","2015 February","06","Dublin - houses","Base Jan 2005 = 100","87.4"
"HPM06C01","Residential Property Price Index","201502","2015 February","07","Dublin - apartments","Base Jan 2005 = 100","68.9"
"HPM06C01","Residential Property Price Index","201502","2015 February","08","Dublin City - houses","Base Jan 2005 = 100","90.8"
"HPM06C01","Residential Property Price Index","201502","2015 February","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","87.4"
"HPM06C01","Residential Property Price Index","201502","2015 February","10","Fingal - houses","Base Jan 2005 = 100","84.4"
"HPM06C01","Residential Property Price Index","201502","2015 February","11","South Dublin - houses","Base Jan 2005 = 100","92.6"
"HPM06C01","Residential Property Price Index","201502","2015 February","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","66.5"
"HPM06C01","Residential Property Price Index","201502","2015 February","04","National excluding Dublin - houses","Base Jan 2005 = 100","68.1"
"HPM06C01","Residential Property Price Index","201502","2015 February","12","National excluding Dublin - apartments","Base Jan 2005 = 100","46.8"
"HPM06C01","Residential Property Price Index","201502","2015 February","13","Border excluding Louth - houses","Base Jan 2005 = 100","53.4"
"HPM06C01","Residential Property Price Index","201502","2015 February","14","Midland - houses","Base Jan 2005 = 100","57.8"
"HPM06C01","Residential Property Price Index","201502","2015 February","15","West - houses","Base Jan 2005 = 100","60.2"
"HPM06C01","Residential Property Price Index","201502","2015 February","16","Mid-East including Louth - houses","Base Jan 2005 = 100","81.3"
"HPM06C01","Residential Property Price Index","201502","2015 February","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","59.7"
"HPM06C01","Residential Property Price Index","201502","2015 February","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","66.1"
"HPM06C01","Residential Property Price Index","201502","2015 February","19","South-West - houses","Base Jan 2005 = 100","73.1"
"HPM06C01","Residential Property Price Index","201503","2015 March","-","National - all residential properties","Base Jan 2005 = 100","77.3"
"HPM06C01","Residential Property Price Index","201503","2015 March","01","National - houses","Base Jan 2005 = 100","80.1"
"HPM06C01","Residential Property Price Index","201503","2015 March","02","National - apartments","Base Jan 2005 = 100","63.9"
"HPM06C01","Residential Property Price Index","201503","2015 March","05","Dublin - all residential properties","Base Jan 2005 = 100","82.5"
"HPM06C01","Residential Property Price Index","201503","2015 March","06","Dublin - houses","Base Jan 2005 = 100","88.1"
"HPM06C01","Residential Property Price Index","201503","2015 March","07","Dublin - apartments","Base Jan 2005 = 100","66.4"
"HPM06C01","Residential Property Price Index","201503","2015 March","08","Dublin City - houses","Base Jan 2005 = 100","90.3"
"HPM06C01","Residential Property Price Index","201503","2015 March","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","88.4"
"HPM06C01","Residential Property Price Index","201503","2015 March","10","Fingal - houses","Base Jan 2005 = 100","84.7"
"HPM06C01","Residential Property Price Index","201503","2015 March","11","South Dublin - houses","Base Jan 2005 = 100","92.7"
"HPM06C01","Residential Property Price Index","201503","2015 March","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","67"
"HPM06C01","Residential Property Price Index","201503","2015 March","04","National excluding Dublin - houses","Base Jan 2005 = 100","68.3"
"HPM06C01","Residential Property Price Index","201503","2015 March","12","National excluding Dublin - apartments","Base Jan 2005 = 100","48.9"
"HPM06C01","Residential Property Price Index","201503","2015 March","13","Border excluding Louth - houses","Base Jan 2005 = 100","53.8"
"HPM06C01","Residential Property Price Index","201503","2015 March","14","Midland - houses","Base Jan 2005 = 100","58.5"
"HPM06C01","Residential Property Price Index","201503","2015 March","15","West - houses","Base Jan 2005 = 100","60.4"
"HPM06C01","Residential Property Price Index","201503","2015 March","16","Mid-East including Louth - houses","Base Jan 2005 = 100","81.5"
"HPM06C01","Residential Property Price Index","201503","2015 March","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","60.5"
"HPM06C01","Residential Property Price Index","201503","2015 March","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","65.6"
"HPM06C01","Residential Property Price Index","201503","2015 March","19","South-West - houses","Base Jan 2005 = 100","73.6"
"HPM06C01","Residential Property Price Index","201504","2015 April","-","National - all residential properties","Base Jan 2005 = 100","77.9"
"HPM06C01","Residential Property Price Index","201504","2015 April","01","National - houses","Base Jan 2005 = 100","80.8"
"HPM06C01","Residential Property Price Index","201504","2015 April","02","National - apartments","Base Jan 2005 = 100","63.5"
"HPM06C01","Residential Property Price Index","201504","2015 April","05","Dublin - all residential properties","Base Jan 2005 = 100","82.6"
"HPM06C01","Residential Property Price Index","201504","2015 April","06","Dublin - houses","Base Jan 2005 = 100","88.1"
"HPM06C01","Residential Property Price Index","201504","2015 April","07","Dublin - apartments","Base Jan 2005 = 100","66.2"
"HPM06C01","Residential Property Price Index","201504","2015 April","08","Dublin City - houses","Base Jan 2005 = 100","89.3"
"HPM06C01","Residential Property Price Index","201504","2015 April","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","89"
"HPM06C01","Residential Property Price Index","201504","2015 April","10","Fingal - houses","Base Jan 2005 = 100","84.5"
"HPM06C01","Residential Property Price Index","201504","2015 April","11","South Dublin - houses","Base Jan 2005 = 100","92.3"
"HPM06C01","Residential Property Price Index","201504","2015 April","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","68.1"
"HPM06C01","Residential Property Price Index","201504","2015 April","04","National excluding Dublin - houses","Base Jan 2005 = 100","69.6"
"HPM06C01","Residential Property Price Index","201504","2015 April","12","National excluding Dublin - apartments","Base Jan 2005 = 100","48.5"
"HPM06C01","Residential Property Price Index","201504","2015 April","13","Border excluding Louth - houses","Base Jan 2005 = 100","53.9"
"HPM06C01","Residential Property Price Index","201504","2015 April","14","Midland - houses","Base Jan 2005 = 100","58"
"HPM06C01","Residential Property Price Index","201504","2015 April","15","West - houses","Base Jan 2005 = 100","61"
"HPM06C01","Residential Property Price Index","201504","2015 April","16","Mid-East including Louth - houses","Base Jan 2005 = 100","82.4"
"HPM06C01","Residential Property Price Index","201504","2015 April","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","61.2"
"HPM06C01","Residential Property Price Index","201504","2015 April","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","67"
"HPM06C01","Residential Property Price Index","201504","2015 April","19","South-West - houses","Base Jan 2005 = 100","75.1"
"HPM06C01","Residential Property Price Index","201505","2015 May","-","National - all residential properties","Base Jan 2005 = 100","78.8"
"HPM06C01","Residential Property Price Index","201505","2015 May","01","National - houses","Base Jan 2005 = 100","81.7"
"HPM06C01","Residential Property Price Index","201505","2015 May","02","National - apartments","Base Jan 2005 = 100","63.7"
"HPM06C01","Residential Property Price Index","201505","2015 May","05","Dublin - all residential properties","Base Jan 2005 = 100","83.2"
"HPM06C01","Residential Property Price Index","201505","2015 May","06","Dublin - houses","Base Jan 2005 = 100","88.3"
"HPM06C01","Residential Property Price Index","201505","2015 May","07","Dublin - apartments","Base Jan 2005 = 100","67"
"HPM06C01","Residential Property Price Index","201505","2015 May","08","Dublin City - houses","Base Jan 2005 = 100","89.3"
"HPM06C01","Residential Property Price Index","201505","2015 May","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","88.2"
"HPM06C01","Residential Property Price Index","201505","2015 May","10","Fingal - houses","Base Jan 2005 = 100","85.4"
"HPM06C01","Residential Property Price Index","201505","2015 May","11","South Dublin - houses","Base Jan 2005 = 100","91.3"
"HPM06C01","Residential Property Price Index","201505","2015 May","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","69.2"
"HPM06C01","Residential Property Price Index","201505","2015 May","04","National excluding Dublin - houses","Base Jan 2005 = 100","70.8"
"HPM06C01","Residential Property Price Index","201505","2015 May","12","National excluding Dublin - apartments","Base Jan 2005 = 100","48.7"
"HPM06C01","Residential Property Price Index","201505","2015 May","13","Border excluding Louth - houses","Base Jan 2005 = 100","54.2"
"HPM06C01","Residential Property Price Index","201505","2015 May","14","Midland - houses","Base Jan 2005 = 100","58.2"
"HPM06C01","Residential Property Price Index","201505","2015 May","15","West - houses","Base Jan 2005 = 100","61.7"
"HPM06C01","Residential Property Price Index","201505","2015 May","16","Mid-East including Louth - houses","Base Jan 2005 = 100","83.2"
"HPM06C01","Residential Property Price Index","201505","2015 May","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","62.8"
"HPM06C01","Residential Property Price Index","201505","2015 May","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","68"
"HPM06C01","Residential Property Price Index","201505","2015 May","19","South-West - houses","Base Jan 2005 = 100","76.1"
"HPM06C01","Residential Property Price Index","201506","2015 June","-","National - all residential properties","Base Jan 2005 = 100","80.1"
"HPM06C01","Residential Property Price Index","201506","2015 June","01","National - houses","Base Jan 2005 = 100","82.8"
"HPM06C01","Residential Property Price Index","201506","2015 June","02","National - apartments","Base Jan 2005 = 100","64.4"
"HPM06C01","Residential Property Price Index","201506","2015 June","05","Dublin - all residential properties","Base Jan 2005 = 100","84.3"
"HPM06C01","Residential Property Price Index","201506","2015 June","06","Dublin - houses","Base Jan 2005 = 100","89.1"
"HPM06C01","Residential Property Price Index","201506","2015 June","07","Dublin - apartments","Base Jan 2005 = 100","68.7"
"HPM06C01","Residential Property Price Index","201506","2015 June","08","Dublin City - houses","Base Jan 2005 = 100","89.4"
"HPM06C01","Residential Property Price Index","201506","2015 June","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","88.6"
"HPM06C01","Residential Property Price Index","201506","2015 June","10","Fingal - houses","Base Jan 2005 = 100","85.9"
"HPM06C01","Residential Property Price Index","201506","2015 June","11","South Dublin - houses","Base Jan 2005 = 100","90.8"
"HPM06C01","Residential Property Price Index","201506","2015 June","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","70.5"
"HPM06C01","Residential Property Price Index","201506","2015 June","04","National excluding Dublin - houses","Base Jan 2005 = 100","72.1"
"HPM06C01","Residential Property Price Index","201506","2015 June","12","National excluding Dublin - apartments","Base Jan 2005 = 100","49.4"
"HPM06C01","Residential Property Price Index","201506","2015 June","13","Border excluding Louth - houses","Base Jan 2005 = 100","55.3"
"HPM06C01","Residential Property Price Index","201506","2015 June","14","Midland - houses","Base Jan 2005 = 100","58.9"
"HPM06C01","Residential Property Price Index","201506","2015 June","15","West - houses","Base Jan 2005 = 100","63.3"
"HPM06C01","Residential Property Price Index","201506","2015 June","16","Mid-East including Louth - houses","Base Jan 2005 = 100","84.3"
"HPM06C01","Residential Property Price Index","201506","2015 June","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","63.9"
"HPM06C01","Residential Property Price Index","201506","2015 June","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","69"
"HPM06C01","Residential Property Price Index","201506","2015 June","19","South-West - houses","Base Jan 2005 = 100","76.6"
"HPM06C01","Residential Property Price Index","201507","2015 July","-","National - all residential properties","Base Jan 2005 = 100","80.7"
"HPM06C01","Residential Property Price Index","201507","2015 July","01","National - houses","Base Jan 2005 = 100","83.4"
"HPM06C01","Residential Property Price Index","201507","2015 July","02","National - apartments","Base Jan 2005 = 100","65"
"HPM06C01","Residential Property Price Index","201507","2015 July","05","Dublin - all residential properties","Base Jan 2005 = 100","84.7"
"HPM06C01","Residential Property Price Index","201507","2015 July","06","Dublin - houses","Base Jan 2005 = 100","89.3"
"HPM06C01","Residential Property Price Index","201507","2015 July","07","Dublin - apartments","Base Jan 2005 = 100","69.9"
"HPM06C01","Residential Property Price Index","201507","2015 July","08","Dublin City - houses","Base Jan 2005 = 100","89.2"
"HPM06C01","Residential Property Price Index","201507","2015 July","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","88.7"
"HPM06C01","Residential Property Price Index","201507","2015 July","10","Fingal - houses","Base Jan 2005 = 100","86.1"
"HPM06C01","Residential Property Price Index","201507","2015 July","11","South Dublin - houses","Base Jan 2005 = 100","90.4"
"HPM06C01","Residential Property Price Index","201507","2015 July","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","71.2"
"HPM06C01","Residential Property Price Index","201507","2015 July","04","National excluding Dublin - houses","Base Jan 2005 = 100","72.9"
"HPM06C01","Residential Property Price Index","201507","2015 July","12","National excluding Dublin - apartments","Base Jan 2005 = 100","49.9"
"HPM06C01","Residential Property Price Index","201507","2015 July","13","Border excluding Louth - houses","Base Jan 2005 = 100","56.1"
"HPM06C01","Residential Property Price Index","201507","2015 July","14","Midland - houses","Base Jan 2005 = 100","59.6"
"HPM06C01","Residential Property Price Index","201507","2015 July","15","West - houses","Base Jan 2005 = 100","63.7"
"HPM06C01","Residential Property Price Index","201507","2015 July","16","Mid-East including Louth - houses","Base Jan 2005 = 100","85.3"
"HPM06C01","Residential Property Price Index","201507","2015 July","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","64.8"
"HPM06C01","Residential Property Price Index","201507","2015 July","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","69.9"
"HPM06C01","Residential Property Price Index","201507","2015 July","19","South-West - houses","Base Jan 2005 = 100","77"
"HPM06C01","Residential Property Price Index","201508","2015 August","-","National - all residential properties","Base Jan 2005 = 100","81.7"
"HPM06C01","Residential Property Price Index","201508","2015 August","01","National - houses","Base Jan 2005 = 100","84.3"
"HPM06C01","Residential Property Price Index","201508","2015 August","02","National - apartments","Base Jan 2005 = 100","65.7"
"HPM06C01","Residential Property Price Index","201508","2015 August","05","Dublin - all residential properties","Base Jan 2005 = 100","85.6"
"HPM06C01","Residential Property Price Index","201508","2015 August","06","Dublin - houses","Base Jan 2005 = 100","90.2"
"HPM06C01","Residential Property Price Index","201508","2015 August","07","Dublin - apartments","Base Jan 2005 = 100","70.7"
"HPM06C01","Residential Property Price Index","201508","2015 August","08","Dublin City - houses","Base Jan 2005 = 100","89.9"
"HPM06C01","Residential Property Price Index","201508","2015 August","09","Dun Laoghaire-Rathdown - houses","Base Jan 2005 = 100","89"
"HPM06C01","Residential Property Price Index","201508","2015 August","10","Fingal - houses","Base Jan 2005 = 100","86.6"
"HPM06C01","Residential Property Price Index","201508","2015 August","11","South Dublin - houses","Base Jan 2005 = 100","90.3"
"HPM06C01","Residential Property Price Index","201508","2015 August","03","National excluding Dublin - all residential properties","Base Jan 2005 = 100","72.2"
"HPM06C01","Residential Property Price Index","201508","2015 August","04","National excluding Dublin - houses","Base Jan 2005 = 100","73.8"
"HPM06C01","Residential Property Price Index","201508","2015 August","12","National excluding Dublin - apartments","Base Jan 2005 = 100","51.4"
"HPM06C01","Residential Property Price Index","201508","2015 August","13","Border excluding Louth - houses","Base Jan 2005 = 100","57.9"
"HPM06C01","Residential Property Price Index","201508","2015 August","14","Midland - houses","Base Jan 2005 = 100","61.9"
"HPM06C01","Residential Property Price Index","201508","2015 August","15","West - houses","Base Jan 2005 = 100","63.9"
"HPM06C01","Residential Property Price Index","201508","2015 August","16","Mid-East including Louth - houses","Base Jan 2005 = 100","86"
"HPM06C01","Residential Property Price Index","201508","2015 August","17","Mid-West including South Tipperary - houses","Base Jan 2005 = 100","65"
"HPM06C01","Residential Property Price Index","201508","2015 August","18","South-East excluding South Tipperary - houses","Base Jan 2005 = 100","71.3"
"HPM06C01","Residential Property Price Index","201508","2015 August","19","South-West - houses","Base Jan 2005 = 100","77.9"
"HPM06C01","Residential Property Price Index","201509","2015 September","-","National - all residential properties","Base Jan 2005 = 100","82"
